PLZ,Ort
48145,Münster
48147,Münster
48149,Münster
48151,Münster
48153,Münster
48155,Münster
48157,Münster
48159,Münster
48161,Münster
48163,Münster
48165,Münster
48167,Münster
64839,Münster
86692,Münster
25587,Münsterdorf
86505,Münsterhausen
55424,Münster-Sarmsheim
97359,Münsterschwarzach Abtei
79244,Münstertal
35516,Münzenberg
79730,Murg
21516,Müssen
73557,Mutlangen
67112,Mutterstadt
04688,Mutzschen
08499,Mylau
92507,Nabburg
58769,Nachrodt-Wiblingwerde
06469,Nachterstedt
55299,Nackenheim
67311,Nackterhof
95697,Nagel
72202,Nagold
75399,Nagoldtal
23866,Nahe
21369,Nahrendorf
95119,Naila
66809,Nalbach
66640,Namborn
85405,Nandlstadt
85128,Nassenfels
29587,Natendorf
89564,Nattheim
64569,Nauheim
06618,Naumburg
34311,Naumburg
25946,Nebel
74924,Neckarbischofsheim
69151,Neckargemünd
69437,Neckargerach
69239,Neckarsteinach
74172,Neckarsulm
72666,Neckartailfingen
72654,Neckartenzlingen
74382,Neckarwestheim
74865,Neckarzimmern
89189,Neenstetten
21398,Neetze
37643,Negenborn
72147,Nehren
74933,Neidenstein
73272,Neidlingen
06502,Neinstedt
57638,Neitersen
89191,Nellingen
36214,Nentershausen
04685,Nerchau
89278,Nersingen
67749,Nerzweiler
87484,Nesselwang
57250,Netphen
53947,Nettersheim
41334,Nettetal
29490,Neu Darchau
21629,Neu Wulmstorf
95698,Neualbenreuth
61267,Neu-Anspach
83115,Neubeuern
85579,Neubiberg
26909,Neubörger
17033,Neubrandenburg
17034,Neubrandenburg
17036,Neubrandenburg
97277,Neubrunn
75387,Neubulach
76776,Neuburg
86476,Neuburg
86633,Neuburg
94127,Neuburg
85467,Neuching
74861,Neudenau
95512,Neudrossenfeld
37249,Neu-Eichenberg
79395,Neuenburg
75305,Neuenbürg
91564,Neuendettelsau
97788,Neuendorf
23818,Neuengörs
21763,Neuenkirchen
25792,Neuenkirchen
27251,Neuenkirchen
29643,Neuenkirchen
48485,Neuenkirchen
49434,Neuenkirchen-Vörden
95339,Neuenmarkt
58809,Neuenrade
36286,Neuenstein
34599,Neuental
79691,Neuenweg
84088,Neufahrn
85375,Neufahrn
25724,Neufeld
72639,Neuffen
84181,Neufraunhofen
02727,Neugersdorf
91284,Neuhaus
94152,Neuhaus
56335,Neuhäusel
09544,Neuhausen
73765,Neuhausen
75242,Neuhausen
78579,Neuhausen
23669,Neuhof
36119,Neuhof
90616,Neuhof
67141,Neuhofen
97843,Neuhütten
63263,Neu-Isenburg
17154,Neukalen
04575,Neukieritzsch
01904,Neukirch
88099,Neukirch
08459,Neukirchen
09221,Neukirchen
23779,Neukirchen
34626,Neukirchen
92259,Neukirchen
93453,Neukirchen
94154,Neukirchen
94362,Neukirchen
92445,Neukirchen-Balbini
47506,Neukirchen-Vluyn
73491,Neuler
75245,Neulingen
68809,Neulußheim
54347,Neumagen-Dhron
08496,Neumark
92318,Neumarkt
24534,Neumünster
24536,Neumünster
24537,Neumünster
24539,Neumünster
92431,Neunburg
09488,Neundorf
39418,Neundorf
57290,Neunkirchen
63930,Neunkirchen
66538,Neunkirchen
66539,Neunkirchen
66540,Neunkirchen
74867,Neunkirchen
91233,Neunkirchen
53819,Neunkirchen-Seelscheid
84524,Neuötting
76777,Neupotz
94089,Neureichenau
77743,Neuried
82061,Neuried
16816,Neuruppin
86356,Neusäß
94556,Neuschönau
91616,Neusitz
95700,Neusorg
41460,Neuss
41462,Neuss
41464,Neuss
41466,Neuss
41468,Neuss
41469,Neuss
41470,Neuss
41472,Neuss
31535,Neustadt
35279,Neustadt
53577,Neustadt
67433,Neustadt
67434,Neustadt
91413,Neustadt
92660,Neustadt
93333,Neustadt
95514,Neustadt
96465,Neustadt
97845,Neustadt
72149,Neustetten
17235,Neustrelitz
93073,Neutraubling
89231,Neu-Ulm
89233,Neu-Ulm
75389,Neuweiler
56564,Neuwied
56566,Neuwied
56567,Neuwied
24223,Neuwühren
54309,Newel
56645,Nickenich
63667,Nidda
61194,Niddatal
61130,Nidderau
52385,Nideggen
25899,Niebüll
84100,Niederaichbach
94557,Niederalteich
01689,Niederau
36272,Niederaula
09366,Niederdorf
61138,Niederdorfelden
78078,Niedereschach
09243,Niederfrohna
96489,Niederfüllbach
18146,Niederhagen
53859,Niederkassel
67150,Niederkirchen
67700,Niederkirchen
41372,Niederkrüchten
49779,Niederlangen
92545,Niedermurach
63843,Niedernberg
65629,Niederneisen
74676,Niedernhall
65527,Niedernhausen
31712,Niedernwöhren
55268,Nieder-Olm
87767,Niederrieden
09600,Niederschöna
86694,Niederschönenfeld
97996,Niederstetten
89168,Niederstotzingen
84183,Niederviehbach
97464,Niederwerrn
56179,Niederwerth
09577,Niederwiesa
94559,Niederwinkling
09399,Niederwürschnitz
52382,Niederzier
75223,Niefern-Öschelbronn
33039,Nieheim
31582,Nienburg
29336,Nienhagen
31688,Nienstädt
55283,Nierstein
34329,Nieste
34266,Niestetal
56477,Nister-Möhrendorf
54453,Nittel
93149,Nittenau
66625,Nohfelden
37217,Nonnenholz
88149,Nonnenhorn
66620,Nonnweiler
26506,Norden
26954,Nordenham
25870,Norderfriedrichskoog
24896,Nordergeilwang
26548,Norderney
22844,Norderstedt
22846,Norderstedt
22848,Norderstedt
22850,Norderstedt
22851,Norderstedt
96365,Nordhalben
25785,Nordhastedt
99734,Nordhausen
74226,Nordheim
97334,Nordheim
27637,Nordholz
48527,Nordhorn
48529,Nordhorn
48531,Nordhorn
59394,Nordkirchen
21765,Nordleda
86720,Nördlingen
77787,Nordrach
31717,Nordsehl
31171,Nordstemmen
48356,Nordwalde
25884,Norstedt
37176,Nörten-Hardenberg
37154,Northeim
26845,Nortmoor
24589,Nortorf
49638,Nortrup
52388,Nörvenich
48301,Nottuln
73274,Notzingen
24809,Nübbel
24881,Nübel
06896,Nudersdorf
97720,Nüdlingen
71154,Nufringen
51588,Nümbrecht
90402,Nürnberg
90403,Nürnberg
90408,Nürnberg
90409,Nürnberg
90411,Nürnberg
90419,Nürnberg
90425,Nürnberg
90427,Nürnberg
90429,Nürnberg
90431,Nürnberg
90439,Nürnberg
90441,Nürnberg
90443,Nürnberg
90449,Nürnberg
90451,Nürnberg
90453,Nürnberg
90455,Nürnberg
90459,Nürnberg
90461,Nürnberg
90469,Nürnberg
90471,Nürnberg
90473,Nürnberg
90475,Nürnberg
90478,Nürnberg
90480,Nürnberg
90482,Nürnberg
90489,Nürnberg
90491,Nürnberg
72622,Nürtingen
72362,Nusplingen
67759,Nußbach
83131,Nußdorf
83365,Nußdorf
23896,Nusse
69226,Nußloch
36167,Nüsttal
14947,Nuthe-Urstromtal
25594,Nutteln
82487,Oberammergau
90522,Oberasbach
82496,Oberau
83080,Oberaudorf
36280,Oberaula
84564,Oberbergkirchen
54331,Oberbillig
72644,Oberboihingen
91617,Oberdachstetten
75038,Oberderdingen
85445,Oberding
89610,Oberdischingen
85129,Oberdolling
57639,Oberdreis
71720,Obere Ölmühle
97656,Oberelsbach
73113,Oberer Etzberg
72813,Oberer Lindenhof
86573,Obergriesbach
87634,Obergünzburg
82041,Oberhaching
96173,Oberhaid
77784,Oberharmersbach
46045,Oberhausen
46047,Oberhausen
46049,Oberhausen
46117,Oberhausen
46119,Oberhausen
46145,Oberhausen
46147,Oberhausen
46149,Oberhausen
86697,Oberhausen
68794,Oberhausen-Rheinhausen
83700,Oberhof
56587,Oberhonnefeld-Gierend
77704,Oberkirch
73447,Oberkochen
95145,Oberkotzau
57641,Oberlahr
97789,Oberleichtersbach
09353,Oberlungwitz
90587,Obermichelbach
61239,Ober-Mörlen
63785,Obernburg
21787,Oberndorf
78727,Oberndorf
86698,Oberndorf
84565,Oberneukirchen
72364,Obernheim
31683,Obernkirchen
94130,Obernzell
91619,Obernzenn
86869,Oberostendorf
85667,Oberpframmern
94562,Oberpöring
64372,Ober-Ramstadt
75394,Oberreichenbach
91097,Oberreichenbach
88179,Oberreute
79254,Oberried
87769,Oberrieden
71739,Oberriexingen
36469,Oberrohn
74420,Oberrot
89294,Oberroth
91483,Oberscheinfeld
85764,Oberschleißheim
94363,Oberschneiding
97516,Oberschwarzach
82294,Oberschweinbach
97791,Obersinn
82395,Obersöchering
74423,Obersontheim
87534,Oberstaufen
87561,Oberstdorf
73635,Obersteinenberg
55596,Oberstreit
74182,Obersulm
84101,Obersüßbach
88094,Oberteuringen
66649,Oberthal
97723,Oberthulba
93083,Obertraubling
91286,Obertrubach
63179,Obertshausen
61440,Oberursel
92526,Oberviechtach
67752,Oberweiler-Tiefenbach
55430,Oberwesel
34399,Oberweser
67283,Obrigheim
74847,Obrigheim
67305,Ochsenbusch
97199,Ochsenfurt
26489,Ochtersum
48607,Ochtrup
85235,Odelzhausen
67748,Odenbach
85669,Ödenbach
51519,Odenthal
55571,Odernheim
02791,Oderwitz
74229,Oedheim
59302,Oelde
09376,Oelsnitz
45739,Oer-Erkenschwick
97714,Oerlenbach
33813,Oerlinghausen
65375,Oestrich-Winkel
22961,Oetjendorf
86732,Oettingen
29588,Oetzen
24988,Oeversee
74254,Offenau
63065,Offenbach
63067,Offenbach
63069,Offenbach
63071,Offenbach
63073,Offenbach
63075,Offenbach
94560,Offenberg
77652,Offenburg
77654,Offenburg
77656,Offenburg
89362,Offingen
72131,Ofterdingen
77797,Ohlsbach
82441,Ohlstadt
73275,Ohmden
78337,Öhningen
91620,Ohrenbach
74613,Öhringen
02785,Olbersdorf
75248,Ölbronn-Dürrn
82140,Olching
23758,Oldenburg
26121,Oldenburg
26122,Oldenburg
26123,Oldenburg
26125,Oldenburg
26127,Oldenburg
26129,Oldenburg
26131,Oldenburg
26133,Oldenburg
26135,Oldenburg
25873,Oldersbek
59399,Olfen
57462,Olpe
59939,Olsberg
54456,Onsdorf
89614,Öpfingen
77728,Oppenau
91737,Ornbau
78359,Orsingen-Nenzingen
63683,Ortenberg
77799,Ortenberg
94496,Ortenburg
39387,Oschersleben
24251,Osdorf
38557,Osloß
49074,Osnabrück
49076,Osnabrück
49078,Osnabrück
49080,Osnabrück
49082,Osnabrück
49084,Osnabrück
49086,Osnabrück
49088,Osnabrück
49090,Osnabrück
48346,Ostbevern
75395,Ostelsheim
21756,Osten
25872,Ostenfeld
89296,Osterberg
21762,Osterbruch
74706,Osterburken
24367,Osterby
49179,Ostercappeln
94486,Osterhofen
27711,Osterholz-Scharmbeck
37520,Osterode
24783,Osterrönfeld
25590,Osterstedt
73760,Ostfildern
97645,Ostheim
67574,Osthofen
88356,Ostrach
99636,Ostramondra
04749,Ostrau
26842,Ostrhauderfehn
76684,Östringen
02899,Ostritz
18609,Ostseebad Binz
23946,Ostseebad Boltenhagen
76470,Ötigheim
75443,Ötisheim
25591,Ottenbüttel
01458,Ottendorf-Okrilla
77883,Ottenhöfen
91242,Ottensoos
31868,Ottenstein
21259,Otter
67697,Otterberg
83624,Otterfing
28870,Ottersberg
94155,Otterskirchen
67166,Otterstadt
77833,Ottersweier
86700,Otting
85521,Ottobrunn
34633,Ottrau
66564,Ottweiler
64853,Otzberg
94563,Otzing
26939,Ovelgönne
24637,Ovendorferredder
51491,Overath
73277,Owen
88696,Owingen
87466,Oy-Mittelberg
28876,Oyten
33098,Paderborn
33100,Paderborn
33102,Paderborn
33104,Paderborn
33106,Paderborn
82396,Pähl
93351,Painten
83349,Palling
19370,Parchim
92711,Parkstein
94365,Parkstetten
38470,Parsau
97846,Partenstein
17309,Pasewalk
94032,Passau
94034,Passau
94265,Patersdorf
30982,Pattensen
95701,Pechbrunn
91257,Pegnitz
31224,Peine
31226,Peine
31228,Peine
86971,Peiting
25849,Pellworm
93482,Pemfling
31621,Pennigsehl
93080,Pentling
82377,Penzberg
86929,Penzing
94366,Perasdorf
94368,Perkam
66706,Perl
19348,Perleberg
94157,Perlesreut
91580,Petersaurach
36100,Petersberg
86574,Petersdorf
23966,Wismar
32469,Petershagen
85238,Petershausen
06809,Petersroda
93186,Pettendorf
96175,Pettstadt
87772,Pfaffenhausen
74397,Pfaffenhofen
85276,Pfaffenhofen
89284,Pfaffenhofen
72297,Pfaffenstube
79292,Pfaffenweiler
83539,Pfaffing
93101,Pfakofen
72285,Pfalzgrafenweiler
84347,Pfarrkirchen
96176,Pfarrweisach
93102,Pfatter
74629,Pfedelbach
84076,Pfeffenhausen
36414,Pferdsdorf
76327,Pfinztal
91738,Pfofeld
85104,Pförring
87666,Pforzen
75172,Pforzheim
75173,Pforzheim
75175,Pforzheim
75179,Pforzheim
75180,Pforzheim
75181,Pforzheim
92536,Pfreimd
72539,Pfronstetten
87459,Pfronten
88630,Pfullendorf
72793,Pfullingen
64319,Pfungstadt
76661,Philippsburg
94158,Philippsreut
36269,Philippsthal
83451,Piding
93188,Pielenhofen
54498,Piesport
92367,Pilsach
94431,Pilsting
25421,Pinneberg
91361,Pinzberg
92712,Pirk
66953,Pirmasens
66954,Pirmasens
83132,Pittenhart
56637,Plaidt
95515,Plankenfels
19086,Plate
94447,Plattling
08523,Plauen
08527,Plauen
08529,Plauen
91287,Plech
74385,Pleidelsheim
91785,Pleinfeld
84568,Pleiskirchen
09246,Pleißa
87773,Pleß
58840,Plettenberg
92714,Pleystein
85652,Pliening
72124,Pliezhausen
73207,Plochingen
09509,Pockau
94060,Pocking
82343,Pöcking
35415,Pohlheim
85586,Poing
85131,Pollenfeld
31718,Pollhagen
82398,Polling
84570,Polling
91805,Polsingen
91224,Pommelsbrunn
96178,Pommersfelden
36163,Poppenhausen
97490,Poppenhausen
92284,Poppenricht
85309,Pörnbach
32457,Porta Westfalica
93483,Pösing
84103,Postau
92353,Postbauer-Heng
84389,Postmünster
14467,Potsdam
14469,Potsdam
14471,Potsdam
14473,Potsdam
14478,Potsdam
14480,Potsdam
14482,Potsdam
91278,Pottenstein
86554,Pöttmes
91099,Poxdorf
94267,Prackenbach
15834,Pramsdorf
86984,Prem
17291,Prenzlau
95355,Presseck
96332,Pressig
91362,Pretzfeld
06909,Pretzsch
32361,Preußisch Oldendorf
29491,Prezelle
97357,Prichsenstadt
17255,Priepert
25497,Prisdorf
86931,Prittriching
16928,Pritzwalk
06725,Profen
23820,Pronstorf
97279,Prosselsheim
54595,Prüm
83134,Prutting
92715,Püchersreuth
82178,Puchheim
50259,Pulheim
95704,Pullenreuth
56862,Pünderich
86932,Pürgen
90617,Puschendorf
66346,Püttlingen
85640,Putzbrunn
90602,Pyrbaum
49610,Quakenbrück
24972,Quern
25451,Quickborn
66287,Quierschied
01734,Rabenau
35466,Rabenau
38375,Räbke
21449,Radbruch
31604,Raddestorf
01445,Radebeul
42477,Radevormwald
78315,Radolfzell
46348,Raesfeld
32369,Rahden
86641,Rain
94369,Rain
73492,Rainau
82399,Raisting
83561,Ramerberg
86871,Rammingen
89192,Rammingen
66877,Ramstein-Miesenbach
97729,Ramsthal
97236,Randersacker
72414,Rangendingen
97517,Rannungen
56235,Ransbach-Baumbach
63691,Ranstadt
36169,Rasdorf
76437,Rastatt
26180,Rastede
23626,Ratekau
40878,Ratingen
40880,Ratingen
40882,Ratingen
40883,Ratingen
40885,Ratingen
72365,Ratshausen
96179,Rattelsdorf
94371,Rattenberg
94372,Rattiszell
23909,Ratzeburg
29590,Rätzlingen
83064,Raubling
69231,Rauenberg
96181,Rauhenebrach
65479,Raunheim
35282,Rauschenberg
88212,Ravensburg
88213,Ravensburg
88214,Ravensburg
74747,Ravenstein
73098,Rechberghausen
97848,Rechtenbach
83562,Rechtmehring
49509,Recke
96182,Reckendorf
45657,Recklinghausen
45659,Recklinghausen
45661,Recklinghausen
45663,Recklinghausen
45665,Recklinghausen
46459,Rees
94209,Regen
93047,Regensburg
93049,Regensburg
93051,Regensburg
93053,Regensburg
93055,Regensburg
93057,Regensburg
93059,Regensburg
93128,Regenstauf
21649,Regesbostel
04565,Regis-Breitingen
95194,Regnitzlosau
95111,Rehau
31547,Rehburg-Loccum
86508,Rehling
66780,Rehlingen-Siersburg
74934,Reichartshausen
97526,Reichelshof
78479,Reichenau
02894,Reichenbach
73262,Reichenbach
78564,Reichenbach
93189,Reichenbach
97234,Reichenberg
94566,Reichenberg b Riedlhütte
91244,Reichenschwand
85293,Reichertshausen
84437,Reichertsheim
85084,Reichertshofen
86934,Reichling
51580,Reichshof
66507,Reifenberg
56861,Reil
68799,Reilingen
86756,Reimlingen
21465,Reinbek
34359,Reinhardshagen
64354,Reinheim
08141,Reinsdorf
21400,Reinstorf
94419,Reisbach
84571,Reischach
35447,Reiskirchen
83242,Reit im Winkl
48734,Reken
25462,Rellingen
75196,Remchingen
38319,Remlingen
97280,Remlingen
42853,Remscheid
42855,Remscheid
42857,Remscheid
42859,Remscheid
42897,Remscheid
42899,Remscheid
08373,Remse
71686,Remseck
73630,Remshalden
77871,Renchen
24768,Rendsburg
86643,Rennertshofen
78603,Renquishausen
96184,Rentweinsdorf
87675,Rettenbach
89364,Rettenbach
93191,Rettenbach
87549,Rettenberg
97282,Retzstadt
84367,Reut
79276,Reute
92717,Reuth
72760,Reutlingen
72762,Reutlingen
72764,Reutlingen
72766,Reutlingen
72768,Reutlingen
72770,Reutlingen
26817,Rhauderfehn
33378,Rheda-Wiedenbrück
26899,Rhede
46414,Rhede
31039,Rheden
77866,Rheinau
53359,Rheinbach
47495,Rheinberg
53619,Rheinbreitbach
48429,Rheine
48431,Rheine
48432,Rheine
79618,Rheinfelden
79365,Rheinhausen
77836,Rheinmünster
76287,Rheinstetten
76764,Rheinzabern
47509,Rheurdt
18311,Ribnitz-Damgarten
79736,Rickenbach
86510,Ried
97519,Riedbach
27339,Riede
87668,Rieden
87669,Rieden
92286,Rieden
97792,Riedenberg
93339,Riedenburg
97283,Riedenheim
72585,Riederich
83083,Riedering
88377,Riedhausen
88499,Riedlingen
64560,Riedstadt
79359,Riegel
66292,Riegelsberg
93104,Riekofen
78239,Rielasingen-Worblingen
97794,Rieneck
01587,Riesa
01589,Riesa
01591,Riesa
73469,Riesbürg
66509,Rieschweiler-Mühlbach
49597,Rieste
55499,Riesweiler
33397,Rietberg
78604,Rietheim-Weilheim
02956,Rietschen
64668,Rimbach
93485,Rimbach
97222,Rimpar
83253,Rimsting
94269,Rinchnach
38559,Ringelah
94160,Ringelai
37296,Ringgau
77975,Ringsheim
31737,Rinteln
25920,Risum-Lindholm
27721,Ritterhude
08355,Rittersgrün
35519,Rockenberg
91740,Röckingen
66976,Rodalben
97849,Roden
63517,Rodenbach
67688,Rodenbach
96472,Rödental
63322,Rödermark
38828,Rodersdorf
67127,Rödersheim-Gronau
31637,Rodewald
08228,Rodewisch
63110,Rodgau
93426,Roding
32289,Rödinghausen
52159,Roetgen
89365,Röfingen
89297,Roggenburg
86703,Rögling
23821,Rohlstorf
91189,Rohr
93352,Rohr
85296,Rohrbach
72229,Rohrdorf
83101,Rohrdorf
86701,Rohrenfels
17335,Rohrkrug
85244,Röhrmoos
94133,Röhrnbach
31627,Rohrsen
74255,Roigheim
38325,Roklum
63934,Röllbach
94107,Rollhäusl
67354,Römerberg
72587,Römerstein
41569,Rommerskirchen
36329,Romrod
29591,Römstedt
63549,Ronneburg
30952,Ronnenberg
61191,Rosbach
29571,Rosche
37124,Rosdorf
74749,Rosenberg
48720,Rosendahl
72348,Rosenfeld
21224,Rosengarten
74538,Rosengarten
83022,Rosenheim
83024,Rosenheim
83026,Rosenheim
35119,Rosenthal
95195,Röslau
51503,Rösrath
94439,Roßbach
64380,Roßdorf
87672,Roßhaupten
90574,Roßtal
18055,Rostock
18057,Rostock
18059,Rostock
18106,Rostock
18109,Rostock
18119,Rostock
18147,Rostock
27356,Rotenburg
36199,Rotenburg
38531,Rötgesbüttel
91154,Roth
04571,Rötha
90552,Röthenbach
64757,Rothenberg
63860,Rothenbuch
02929,Rothenburg
91541,Rothenburg
97851,Rothenfels
97520,Röthlein
83543,Rott
86935,Rott
89616,Rottenacker
91187,Röttenbach
91341,Röttenbach
82401,Rottenbuch
72108,Rottenburg
84056,Rottenburg
97228,Rottendorf
97285,Röttingen
06548,Rottleberode
78628,Rottweil
83727,Rotwandhaus
92444,Rötz
90607,Rückersdorf
87494,Rückholz
24986,Rüde
84104,Rudelzhausen
87674,Ruderatshofen
15562,Rüdersdorf
94161,Ruderting
55593,Rüdesheim
88459,Rudeshof
95365,Rugendorf
91622,Rügland
38471,Rühen
99842,Ruhla
83324,Ruhpolding
94099,Ruhstorf
76761,Rülzheim
79595,Rümmingen
24254,Rumohr
93486,Runding
65594,Runkel
67152,Ruppertsberg
53809,Ruppichteroth
65428,Rüsselsheim
77977,Rust
71277,Rutesheim
59602,Rüthen
93342,Saal
07929,Saalburg
07318,Saalfeld
66111,Saarbrücken
66113,Saarbrücken
66115,Saarbrücken
66117,Saarbrücken
66119,Saarbrücken
66121,Saarbrücken
66123,Saarbrücken
66125,Saarbrücken
66126,Saarbrücken
66127,Saarbrücken
66128,Saarbrücken
66129,Saarbrücken
66130,Saarbrücken
66131,Saarbrücken
66132,Saarbrücken
66133,Saarbrücken
66740,Saarlouis
66793,Saarwellingen
91623,Sachsen
74343,Sachsenheim
83679,Sachsenkam
48369,Saerbeck
56648,Saffig
63877,Sailauf
73084,Salach
94163,Saldenburg
88682,Salem
87775,Salgen
76779,Salmbacher Passage
54528,Salmtal
48499,Salzbergen
38226,Salzgitter
38228,Salzgitter
38229,Salzgitter
38239,Salzgitter
38259,Salzgitter
31020,Salzhemmendorf
33154,Salzkotten
94121,Salzweg
83122,Samerberg
97522,Sand
97657,Sandberg
26452,Sande
06792,Sandersdorf
69207,Sandhausen
06526,Sangerhausen
53757,Sankt Augustin
94379,Sankt Englmar
25826,Sankt Peter-Ording
84427,Sankt Wolfgang
23629,Sarkwitz
31157,Sarstedt
77880,Sasbach
79361,Sasbach
77887,Sasbachwalden
48336,Sassenberg
38524,Sassenburg
18546,Sassnitz
26683,Saterland
74589,Satteldorf
21644,Sauensiek
82054,Sauerlach
82442,Saulgrub
55291,Saulheim
64850,Schaafheim
06255,Schafstädt
58579,Schalksmühle
79597,Schallbach
67701,Schallodenbach
79227,Schallstadt
23683,Scharbeutz
23684,Scharbeutz
34270,Schauenburg
95197,Schauenstein
94571,Schaufling
83135,Schechen
73579,Schechingen
72516,Scheer
27383,Scheeßel
74850,Schefflenz
88175,Scheidegg
91443,Scheinfeld
31174,Schellerten
88433,Schemmerhofen
22869,Schenefeld
77773,Schenkenzell
36277,Schenklengsfeld
46514,Schermbeck
85132,Schernfeld
86872,Scherstetten
96110,Scheßlitz
57584,Scheuerfeld
86937,Scheuring
85298,Scheyern
32816,Schieder-Schwalenberg
38879,Schierke
84069,Schierling
74639,Schießhof
27619,Schiffdorf
67105,Schifferstadt
66578,Schiffweiler
16552,Schildow
77761,Schiltach
86576,Schiltberg
01993,Schipkau
92718,Schirmitz
95706,Schirnding
04435,Schkeuditz
72667,Schlaitdorf
95519,Schlammersdorf
33189,Schlangen
65388,Schlangenbad
73114,Schlat
83259,Schleching
71144,Schlechtenmühle
82444,Schlehdorf
53937,Schleiden
97852,Schleifmühle
07907,Schleiz
08301,Schlema
24837,Schleswig
09487,Schlettau
79418,Schliengen
88281,Schlier
36110,Schlitz
33758,Schloß Holte-Stukenbrock
79859,Schluchsee
36381,Schlüchtern
96132,Schlüsselfeld
67718,Schmalenberg
24638,Schmalensee
57392,Schmallenberg
66839,Schmelz
92546,Schmidgaden
92287,Schmidmühlen
86511,Schmiechen
61389,Schmitten
91289,Schnabelwaid
29493,Schnackenburg
83530,Schnaitsee
91220,Schnaittach
92253,Schnaittenbach
96277,Schneckenlohe
08289,Schneeberg
63936,Schneeberg
82475,Schneefernerhaus
29465,Schnega
83458,Schneizlreuth
91625,Schnelldorf
89194,Schnürpflingen
25875,Schobüll
35641,Schöffengrund
94572,Schöfweg
94508,Schöllnach
72355,Schömberg
75328,Schömberg
78136,Schonach
71101,Schönaich
69250,Schönau
84337,Schönau
97659,Schönau
84573,Schönberg
94513,Schönberg
69436,Schönbrunn
96185,Schönbrunn
86938,Schondorf
97795,Schondra
39218,Schönebeck
08261,Schöneck
61137,Schöneck
54614,Schönecken
12529,Schönefeld
15566,Schöneiche
66901,Schönenberg-Kübelberg
29396,Schönewörde
86956,Schongau
82296,Schöngeising
08304,Schönheide
38364,Schöningen
92539,Schönsee
83137,Schonstett
74214,Schöntal
93488,Schönthal
97453,Schonungen
78141,Schönwald
95173,Schönwald
14621,Schönwalde
23744,Schönwalde
79650,Schopfheim
72296,Schopfloch
91626,Schopfloch
48624,Schöppingen
78112,Schoren
73614,Schorndorf
93489,Schorndorf
26419,Schortens
63679,Schotten
34637,Schrecksbach
69198,Schriesheim
86529,Schrobenhausen
74575,Schrozberg
54586,Schüller
24813,Schülp
77978,Schuttertal
77746,Schutterwald
91126,Schwabach
86986,Schwabbruck
85247,Schwabhausen
73525,Schwäbisch Gmünd
73527,Schwäbisch Gmünd
74523,Schwäbisch Hall
86830,Schwabmünchen
86987,Schwabsoien
27252,Schwaförden
90571,Schwaig
82445,Schwaigen
74193,Schwaigern
71409,Schwaikheim
65824,Schwalbach
66773,Schwalbach
34613,Schwalmstadt
36318,Schwalmtal
41366,Schwalmtal
77963,Schwanau
92421,Schwandorf
16341,Schwanebeck
28790,Schwanewede
97523,Schwanfeld
87645,Schwangau
90596,Schwanstetten
74869,Schwarzach
92548,Schwarzach
07427,Schwarzburg
03139,Schwarze Pumpe
92720,Schwarzenbach
95126,Schwarzenbach a d Saale
34639,Schwarzenborn
90592,Schwarzenbruck
92521,Schwarzenfeld
55629,Schwarzerden
01987,Schwarzheide
92447,Schwarzhofen
97525,Schwebheim
16303,Schwedt
67365,Schwegenheim
97421,Schweinfurt
97422,Schweinfurt
97424,Schweinfurt
85301,Schweitenkirchen
58332,Schwelm
88477,Schwendi
72477,Schwenningen
89443,Schwenningen
19053,Schwerin
19055,Schwerin
19057,Schwerin
19059,Schwerin
19061,Schwerin
19063,Schwerin
58239,Schwerte
68723,Schwetzingen
71701,Schwieberdingen
29593,Schwienau
86940,Schwifting
24887,Schwittschau
79739,Schwörstadt
38179,Schwülper
74743,Seckach
14554,Seddiner See
77889,Seebach
99846,Seebach
17419,Seebad Ahlbeck
17429,Seebad Bansin
17424,Seebad Heringsdorf
23823,Seedorf
82229,Seefeld
64342,Seeheim-Jugenheim
77960,Seelbach
30926,Seelze
83370,Seeon
38723,Seesen
82402,Seeshaupt
25370,Seester
25371,Seestermühe
21217,Seevetal
21218,Seevetal
21220,Seevetal
24814,Sehestedt
38279,Sehlde
31196,Sehlem
09465,Sehmatal-Cranzahl
31319,Sehnde
02782,Seifhennersdorf
78606,Seitingen-Oberflacht
95100,Selb
95152,Selbitz
63500,Seligenstadt
59379,Selm
65618,Selters
67681,Sembach
38327,Semmenstedt
48308,Senden
89250,Senden
48324,Sendenhorst
92369,Sengenthal
64759,Sensbachtal
54455,Serrig
74372,Sersheim
96145,Seßlach
92358,Seubersdorf
79350,Sexau
27254,Siedenburg
35768,Siegbach
53721,Siegburg
74936,Siegelsbach
57072,Siegen
57074,Siegen
57076,Siegen
57078,Siegen
57080,Siegen
22962,Siek
86577,Sielenbach
56427,Siershahn
24885,Sieverstedt
72488,Sigmaringen
72517,Sigmaringendorf
08121,Silberstraße
67157,Silbertal
84359,Simbach
94436,Simbach
91245,Simmelsdorf
52152,Simmerath
55469,Simmern
72226,Simmersfeld
97215,Simmershofen
55618,Simmertal
75397,Simmozheim
79263,Simonswald
71063,Sindelfingen
71065,Sindelfingen
71067,Sindelfingen
71069,Sindelfingen
82404,Sindelsdorf
78224,Singen
35764,Sinn
36391,Sinntal
74889,Sinsheim
76547,Sinzheim
53489,Sinzig
67729,Sippersfeld
78354,Sipplingen
83139,Söchtenau
59494,Soest
02689,Sohland
31185,Söhlde
